client_id,age,job,marital,education,credit_default,mortgage
166,38,services,married,high_school,False,True
167,56,admin_,divorced,,False,False
168,40,blue-collar,married,,False,False
169,54,management,divorced,university_degree,False,True
170,43,blue-collar,married,high_school,False,False
171,36,services,married,high_school,False,False
172,45,technician,married,university_degree,False,True
173,42,admin_,single,university_degree,False,False
174,43,services,married,high_school,False,False
175,46,management,married,basic_9y,False,False
176,44,services,married,high_school,False,True
177,51,admin_,single,basic_6y,False,False
178,28,services,married,high_school,False,True
179,37,blue-collar,married,basic_9y,False,False
180,34,technician,married,high_school,False,False
181,46,blue-collar,married,basic_6y,False,True
182,42,blue-collar,married,basic_9y,False,True
183,36,admin_,married,university_degree,False,True
184,54,blue-collar,married,basic_4y,False,False
185,57,management,married,university_degree,False,False
186,51,technician,married,basic_6y,False,False
187,54,retired,married,high_school,False,False
188,49,blue-collar,married,basic_4y,False,False
189,34,admin_,married,university_degree,False,True
190,41,technician,married,professional_course,False,False
191,38,blue-collar,single,basic_9y,False,True
192,45,management,divorced,university_degree,False,False
193,42,technician,married,university_degree,False,False
194,34,blue-collar,single,basic_9y,False,True
195,48,blue-collar,married,basic_4y,False,True
196,37,admin_,married,high_school,False,True
197,34,blue-collar,single,basic_9y,False,False
198,40,admin_,married,basic_9y,False,True
199,43,blue-collar,married,basic_6y,False,True
200,33,services,married,high_school,False,False
201,32,services,single,basic_6y,False,False
202,39,blue-collar,married,high_school,False,True
203,43,admin_,married,,False,False
204,44,blue-collar,married,basic_9y,False,True
205,35,student,single,university_degree,False,False
206,35,student,single,university_degree,False,True
207,35,unemployed,married,professional_course,False,False
208,36,services,single,basic_4y,False,False
209,35,student,single,university_degree,False,True
210,36,student,single,basic_9y,False,True
211,55,housemaid,divorced,university_degree,False,False
212,59,admin_,married,university_degree,False,False
213,57,retired,married,,False,False
214,39,blue-collar,married,professional_course,False,True
215,39,housemaid,married,basic_4y,False,True
216,30,blue-collar,single,,False,True
217,30,blue-collar,single,,False,True
218,50,housemaid,married,basic_4y,False,False
219,40,services,married,high_school,False,False
220,35,admin_,married,high_school,False,True
221,43,technician,married,,False,False
222,36,services,single,basic_6y,False,True
223,46,technician,married,basic_4y,False,True
224,40,technician,married,basic_9y,False,False
225,58,retired,married,university_degree,False,False
226,42,technician,married,university_degree,False,False
227,35,admin_,single,university_degree,False,False
228,43,retired,married,basic_4y,False,False
229,45,blue-collar,married,basic_4y,False,True
230,39,admin_,married,professional_course,False,True
231,50,services,divorced,professional_course,False,True
232,32,management,divorced,basic_4y,False,True
233,39,admin_,married,high_school,False,False
234,52,self-employed,married,university_degree,False,False
235,44,admin_,married,professional_course,False,True
236,56,blue-collar,married,basic_4y,False,False
237,48,admin_,married,high_school,False,False
238,33,services,married,high_school,False,False
239,43,management,married,university_degree,False,False
240,57,retired,married,high_school,False,False
241,36,technician,single,professional_course,False,False
242,34,management,married,university_degree,False,True
243,34,services,single,basic_9y,False,False
244,30,technician,married,university_degree,False,False
245,33,services,divorced,,False,False
246,32,technician,single,professional_course,False,False
247,36,technician,single,high_school,False,True
248,36,blue-collar,single,high_school,False,False
249,33,services,single,high_school,False,False
250,40,technician,divorced,professional_course,False,False
251,41,blue-collar,married,basic_4y,False,True
252,51,services,married,basic_6y,False,True
253,36,technician,married,professional_course,False,True
254,28,services,married,,False,False
255,53,services,married,high_school,False,True
256,58,blue-collar,married,basic_9y,False,True
257,45,management,married,basic_9y,False,False
258,43,technician,married,,False,True
259,33,admin_,married,high_school,False,False
260,33,admin_,married,high_school,False,False
261,27,blue-collar,single,basic_6y,False,False
262,42,technician,married,high_school,False,False
263,43,admin_,divorced,basic_9y,False,False
264,42,admin_,married,university_degree,False,False
265,27,blue-collar,single,basic_6y,False,False
266,34,self-employed,single,university_degree,False,True
267,31,student,single,university_degree,False,False
268,54,management,divorced,university_degree,False,False
269,40,self-employed,married,basic_4y,False,False
270,52,unemployed,married,high_school,False,True
271,47,management,divorced,university_degree,False,False
272,49,housemaid,married,basic_9y,False,False
273,32,admin_,single,high_school,False,False
274,49,housemaid,single,high_school,False,True
275,50,blue-collar,married,basic_9y,False,False
276,34,services,married,high_school,False,False
277,55,blue-collar,married,basic_4y,False,False
278,47,technician,single,basic_9y,False,False
279,51,retired,married,professional_course,False,False
280,47,blue-collar,married,basic_6y,False,False
281,56,technician,married,basic_4y,False,True
282,53,admin_,married,basic_9y,False,False
283,36,blue-collar,married,basic_9y,False,True
284,42,blue-collar,divorced,basic_9y,False,True
285,44,blue-collar,divorced,basic_6y,False,False
286,39,housemaid,married,basic_9y,False,True
287,37,admin_,single,high_school,False,True
288,60,blue-collar,married,,False,True
289,36,services,married,high_school,False,False
290,42,management,divorced,university_degree,False,True
291,31,admin_,married,high_school,False,True
292,53,technician,divorced,professional_course,False,False
293,45,blue-collar,married,basic_4y,False,True
294,37,technician,single,professional_course,False,True
295,47,self-employed,married,professional_course,False,False
296,49,blue-collar,divorced,high_school,False,False
297,36,admin_,married,university_degree,False,True
298,35,services,divorced,high_school,False,False
299,38,unknown,married,,False,False
300,38,services,single,high_school,False,False
301,50,blue-collar,divorced,high_school,False,False
302,59,retired,married,professional_course,False,False
303,43,unknown,married,,False,True
304,42,admin_,married,high_school,False,True
305,40,admin_,married,basic_6y,False,True
306,46,blue-collar,married,,False,False
307,57,housemaid,divorced,basic_4y,False,True
308,42,admin_,married,university_degree,False,True
309,41,blue-collar,married,basic_4y,False,True
310,54,management,divorced,university_degree,False,True
311,27,admin_,single,university_degree,False,False
312,36,admin_,married,high_school,False,False
313,58,blue-collar,married,professional_course,False,True
314,40,management,married,university_degree,False,True
315,34,admin_,single,basic_9y,False,False
316,33,admin_,divorced,high_school,False,False
317,56,retired,married,basic_6y,False,False
318,42,blue-collar,married,basic_9y,False,False
319,43,services,married,high_school,False,True
320,54,management,single,basic_9y,False,True
321,53,admin_,single,basic_6y,False,True
322,42,technician,single,,False,False
323,40,services,married,basic_6y,False,False
324,54,technician,married,professional_course,False,True
325,40,housemaid,single,professional_course,False,False
326,26,admin_,single,university_degree,False,True
327,33,admin_,married,high_school,False,False
328,35,blue-collar,married,basic_9y,False,False
329,36,admin_,married,high_school,False,False
330,29,services,single,high_school,False,True
331,36,blue-collar,married,basic_9y,False,True
332,35,management,married,high_school,False,True
333,50,self-employed,single,university_degree,False,False
334,46,services,married,high_school,False,True
335,49,entrepreneur,married,high_school,False,True
336,42,technician,single,professional_course,False,True
337,36,blue-collar,single,high_school,False,True
338,55,blue-collar,married,basic_9y,False,True
339,41,management,married,university_degree,False,False
340,57,management,married,professional_course,False,True
341,32,services,single,high_school,False,True
342,49,admin_,married,basic_9y,False,False
343,57,unknown,married,,False,True
344,58,blue-collar,divorced,basic_4y,False,True
345,52,technician,married,high_school,False,True
346,50,services,divorced,professional_course,False,False
347,41,blue-collar,single,basic_9y,False,True
348,33,entrepreneur,married,university_degree,False,True
349,57,blue-collar,married,basic_4y,False,False
350,48,blue-collar,married,basic_6y,False,False
351,55,technician,married,professional_course,False,False
352,38,management,married,university_degree,False,False
353,38,services,married,high_school,False,True
354,53,admin_,married,university_degree,False,True
355,43,unemployed,single,university_degree,False,False
356,36,blue-collar,single,high_school,False,False
357,32,blue-collar,married,basic_9y,False,False
358,33,services,married,basic_4y,False,False
359,58,entrepreneur,married,basic_4y,False,True
360,40,unemployed,divorced,high_school,False,False
361,57,management,married,university_degree,False,True
362,45,technician,married,high_school,False,True
363,42,blue-collar,married,basic_4y,False,True
364,46,admin_,married,university_degree,False,True
365,36,technician,married,university_degree,False,False
366,41,self-employed,married,high_school,False,True
367,57,admin_,divorced,basic_9y,False,False
368,49,blue-collar,married,basic_9y,False,True
369,56,management,divorced,high_school,False,False
370,37,blue-collar,married,basic_9y,False,False
371,37,blue-collar,married,basic_9y,False,False
372,46,admin_,single,high_school,False,True
373,22,blue-collar,single,basic_9y,False,True
374,43,services,married,high_school,False,False
375,49,blue-collar,married,,False,False
376,41,technician,married,basic_6y,False,True
377,38,admin_,single,university_degree,False,False
378,33,admin_,married,basic_9y,False,False
379,49,admin_,married,university_degree,False,True
380,30,blue-collar,single,,False,False
381,33,admin_,married,basic_9y,False,True
382,34,management,single,university_degree,False,False
383,30,student,single,,False,False
384,59,management,married,basic_4y,False,True
385,59,management,married,basic_4y,False,False
386,41,self-employed,married,university_degree,False,False
387,48,housemaid,married,basic_6y,False,True
388,28,unknown,single,,False,True
389,44,services,married,high_school,False,True
390,59,retired,unknown,university_degree,False,False
391,50,management,married,high_school,False,False
392,35,admin_,married,university_degree,False,False
393,42,admin_,married,high_school,False,False
394,45,admin_,married,basic_9y,False,False
395,36,technician,married,professional_course,False,False
396,56,services,married,high_school,False,False
397,29,blue-collar,divorced,basic_4y,False,False
398,41,self-employed,married,university_degree,False,True
399,42,blue-collar,married,basic_9y,False,False
400,52,services,single,high_school,False,False
401,48,services,married,high_school,False,False
402,31,blue-collar,married,high_school,False,True
403,43,unemployed,married,university_degree,False,True
404,36,blue-collar,married,basic_4y,False,False
405,42,entrepreneur,married,university_degree,False,True
406,52,services,divorced,basic_6y,False,False
407,39,admin_,married,high_school,False,True
408,36,services,married,high_school,False,False
409,42,blue-collar,married,basic_9y,False,True
410,41,admin_,married,high_school,False,False
411,55,technician,married,basic_4y,False,False
412,30,blue-collar,married,basic_9y,False,False
413,57,retired,unknown,basic_4y,False,False
414,45,entrepreneur,married,basic_4y,False,True
415,51,blue-collar,married,basic_4y,False,True
416,39,self-employed,single,basic_9y,False,True
417,47,admin_,married,high_school,False,False
418,27,services,married,high_school,False,True
419,34,technician,single,university_degree,False,True
420,57,blue-collar,married,basic_4y,False,True
421,43,entrepreneur,married,basic_4y,False,False
422,49,blue-collar,married,basic_4y,False,False
423,39,management,married,university_degree,False,False
424,38,blue-collar,married,basic_4y,False,True
425,49,blue-collar,married,basic_9y,False,False
426,58,management,married,basic_6y,False,False
427,43,technician,married,professional_course,False,True
428,50,unknown,married,,False,True
429,31,services,married,high_school,False,False
430,43,self-employed,divorced,university_degree,False,False
431,43,self-employed,married,basic_9y,False,False
432,30,self-employed,single,university_degree,False,True
433,27,services,single,professional_course,False,True
434,51,services,married,,False,False
435,37,technician,married,professional_course,False,True
436,46,housemaid,married,basic_9y,False,True
437,35,blue-collar,married,professional_course,False,False
438,47,admin_,divorced,university_degree,False,False
439,46,management,married,,False,True
440,40,technician,married,professional_course,False,False
441,26,housemaid,married,university_degree,False,False
442,32,blue-collar,divorced,basic_9y,False,False
443,45,management,married,university_degree,False,True
444,34,admin_,married,basic_9y,False,False
445,47,blue-collar,married,,False,False
446,42,technician,married,professional_course,False,False
447,57,technician,married,basic_4y,False,False
448,57,technician,married,basic_4y,False,False
449,38,blue-collar,married,basic_4y,False,False
450,57,technician,married,basic_4y,False,False
451,28,student,single,basic_9y,False,True
452,60,management,married,university_degree,False,False
453,48,admin_,married,university_degree,False,True
454,47,technician,married,professional_course,False,True
455,40,admin_,married,high_school,False,False
456,51,management,married,professional_course,False,True
457,48,unemployed,single,basic_4y,False,True
458,54,housemaid,married,basic_4y,False,False
459,40,blue-collar,married,basic_6y,False,False
460,44,admin_,single,basic_9y,False,False
461,42,technician,divorced,high_school,False,False
462,52,self-employed,married,university_degree,False,True
463,31,blue-collar,single,basic_9y,False,True
464,32,services,married,high_school,False,False
465,44,admin_,married,high_school,False,True
466,39,management,married,basic_6y,False,False
467,57,management,married,professional_course,False,True
468,52,admin_,married,basic_4y,False,True
469,42,management,married,university_degree,False,False
470,42,technician,single,professional_course,False,False
471,43,management,married,professional_course,False,True
472,31,admin_,divorced,high_school,False,False
473,29,admin_,married,university_degree,False,True
474,57,blue-collar,divorced,basic_4y,False,False
475,44,blue-collar,married,basic_9y,False,False
476,59,unknown,married,,False,False
477,39,blue-collar,married,basic_4y,False,False
478,57,retired,married,university_degree,False,False
479,41,management,married,,False,False
480,37,technician,single,high_school,False,False
481,38,services,married,high_school,False,True
482,42,retired,married,basic_4y,False,False
483,49,unknown,married,,False,True
484,54,management,married,basic_6y,False,True
485,36,admin_,married,university_degree,False,False
486,32,admin_,single,university_degree,False,False
487,35,technician,married,professional_course,False,True
488,45,housemaid,married,professional_course,False,False
489,56,technician,married,,False,True
490,34,technician,married,university_degree,False,True
491,41,unemployed,married,basic_9y,False,False
492,41,services,married,basic_9y,False,False
493,36,blue-collar,married,basic_9y,False,False
494,32,admin_,single,university_degree,False,False
495,31,services,married,high_school,False,False
496,38,technician,married,professional_course,False,True
497,35,admin_,divorced,university_degree,False,True
498,53,admin_,married,professional_course,False,True
499,51,admin_,married,basic_6y,False,True
500,56,entrepreneur,married,university_degree,False,False
501,33,admin_,married,basic_9y,False,False
502,33,admin_,married,basic_9y,False,False
503,51,services,divorced,high_school,False,True
504,39,services,married,high_school,False,True
505,45,entrepreneur,married,university_degree,False,False
506,40,technician,single,university_degree,False,False
507,60,unknown,single,,False,True
508,33,technician,married,university_degree,False,True
509,47,blue-collar,married,high_school,False,True
510,48,blue-collar,married,basic_4y,False,False
511,43,entrepreneur,married,high_school,False,False
512,37,management,married,university_degree,False,True
513,50,services,married,basic_9y,False,True
514,59,entrepreneur,married,high_school,False,True
515,32,technician,married,,False,True
516,42,housemaid,single,basic_4y,False,True
517,52,blue-collar,married,basic_4y,False,False
518,42,blue-collar,married,,False,False
519,42,admin_,married,,False,False
520,40,management,married,basic_9y,False,False
521,38,blue-collar,married,basic_9y,False,False
522,39,blue-collar,married,basic_6y,False,True
523,39,blue-collar,married,basic_6y,False,False
524,38,admin_,married,high_school,False,False
525,47,admin_,single,,False,True
526,30,services,single,high_school,False,False
527,38,admin_,divorced,high_school,False,True
528,39,technician,divorced,university_degree,False,False
529,44,admin_,married,high_school,False,False
530,36,admin_,married,high_school,False,False
531,41,services,married,high_school,False,True
532,41,blue-collar,married,basic_6y,False,False
533,35,blue-collar,married,basic_9y,False,False
534,41,technician,married,high_school,False,False
535,36,services,married,high_school,False,False
536,35,admin_,single,high_school,False,True
537,33,blue-collar,single,basic_4y,False,False
538,38,admin_,single,basic_6y,False,False
539,33,self-employed,married,university_degree,False,False
540,55,self-employed,married,,False,False
541,36,blue-collar,single,basic_9y,False,False
542,57,technician,married,professional_course,False,False
543,32,entrepreneur,single,university_degree,False,True
544,30,self-employed,single,high_school,False,True
545,43,admin_,married,professional_course,False,True
546,46,admin_,married,university_degree,False,False
547,35,admin_,divorced,high_school,False,False
548,34,admin_,single,university_degree,False,True
549,50,blue-collar,married,basic_4y,False,False
550,39,admin_,single,university_degree,False,False
551,39,blue-collar,married,basic_9y,False,False
552,42,entrepreneur,married,basic_6y,False,False
553,57,retired,married,university_degree,False,True
554,45,blue-collar,married,basic_4y,False,False
555,40,technician,married,basic_4y,False,False
556,42,blue-collar,married,high_school,False,False
557,40,technician,married,basic_4y,False,False
558,38,blue-collar,single,basic_4y,False,False
559,39,blue-collar,married,basic_6y,False,True
560,41,blue-collar,married,basic_4y,False,False
561,39,blue-collar,married,basic_6y,False,True
562,41,blue-collar,married,basic_4y,False,True
563,45,admin_,married,university_degree,False,False
564,35,admin_,divorced,university_degree,False,False
565,35,admin_,married,basic_6y,False,True
566,49,blue-collar,married,high_school,False,False
567,36,technician,married,,False,False
568,23,admin_,single,university_degree,False,False
569,43,unemployed,married,university_degree,False,False
570,49,entrepreneur,married,professional_course,False,False
571,36,technician,married,professional_course,False,False
572,51,blue-collar,married,basic_9y,False,True
573,56,retired,married,basic_4y,False,True
574,45,housemaid,married,high_school,False,False
575,42,admin_,married,high_school,False,False
576,41,admin_,divorced,high_school,False,False
577,32,services,married,high_school,False,False
578,46,management,married,university_degree,False,False
579,37,blue-collar,married,,False,False
580,53,management,married,university_degree,False,False
581,30,blue-collar,married,basic_4y,False,False
582,45,unknown,married,,False,False
583,24,technician,single,professional_course,False,False
584,45,unknown,married,,False,False
585,34,admin_,single,university_degree,False,False
586,41,management,married,university_degree,False,False
587,59,blue-collar,married,basic_4y,False,True
588,45,blue-collar,married,basic_4y,False,False
589,54,blue-collar,married,basic_6y,False,False
590,32,technician,married,professional_course,False,False
591,33,technician,married,professional_course,False,True
592,32,admin_,married,university_degree,False,False
593,34,services,single,high_school,False,False
594,46,management,married,university_degree,False,False
595,57,technician,married,professional_course,False,True
596,42,technician,married,basic_9y,False,False
597,48,admin_,married,professional_course,False,True
598,58,admin_,divorced,university_degree,False,True
599,34,services,married,high_school,False,False
600,32,admin_,single,university_degree,False,True
601,48,blue-collar,married,basic_9y,False,False
602,47,blue-collar,married,basic_9y,False,False
603,31,services,married,high_school,False,False
604,32,admin_,single,university_degree,False,True
605,32,admin_,single,university_degree,False,False
606,36,services,married,high_school,False,False
607,53,blue-collar,married,basic_4y,False,False
608,37,blue-collar,married,basic_9y,False,False
609,50,services,married,high_school,False,False
610,46,blue-collar,married,basic_6y,False,True
611,41,admin_,married,high_school,False,False
612,43,blue-collar,single,basic_4y,False,False
613,51,management,married,university_degree,False,True
614,38,admin_,married,university_degree,False,True
615,41,technician,married,basic_6y,False,True
616,39,services,married,high_school,False,False
617,52,blue-collar,married,basic_4y,False,False
618,37,technician,married,professional_course,False,True
619,41,admin_,married,basic_9y,False,True
620,46,admin_,divorced,university_degree,False,True
621,47,technician,married,professional_course,False,False
622,35,technician,married,professional_course,False,False
623,38,services,married,high_school,False,False
624,30,blue-collar,single,,False,True
625,46,blue-collar,married,basic_9y,False,True
626,30,technician,married,professional_course,False,False
627,35,services,single,basic_4y,False,False
628,58,admin_,married,,False,True
629,40,technician,married,professional_course,False,False
630,34,technician,married,university_degree,False,False
631,30,admin_,single,university_degree,False,False
632,38,services,married,basic_6y,False,False
633,55,management,single,basic_4y,False,False
634,55,management,married,university_degree,False,True
635,45,technician,single,professional_course,False,True
636,36,admin_,married,university_degree,False,True
637,32,admin_,single,university_degree,False,False
638,35,technician,married,,False,True
639,55,management,divorced,university_degree,False,True
640,49,housemaid,married,basic_4y,False,False
641,29,admin_,married,high_school,False,True
642,34,blue-collar,married,basic_4y,False,True
643,54,retired,married,high_school,False,True
644,36,technician,single,professional_course,False,False
645,30,management,single,university_degree,False,True
646,33,housemaid,divorced,university_degree,False,False
647,37,blue-collar,married,high_school,False,False
648,36,technician,married,basic_9y,False,True
649,33,blue-collar,married,high_school,False,False
650,32,housemaid,married,high_school,False,True
651,32,housemaid,married,high_school,False,False
652,50,blue-collar,married,basic_4y,False,True
653,39,blue-collar,married,basic_9y,False,False
654,51,blue-collar,divorced,,False,True
655,33,services,married,high_school,False,False
656,33,services,married,basic_4y,False,False
657,56,management,married,university_degree,False,False
658,39,management,divorced,university_degree,False,True
659,33,self-employed,single,university_degree,False,False
660,59,retired,divorced,basic_4y,False,False
661,42,admin_,single,,False,True
662,43,services,married,high_school,False,False
663,35,admin_,married,university_degree,False,False
664,46,blue-collar,married,basic_6y,False,True
665,27,technician,married,basic_9y,False,False
666,47,admin_,divorced,university_degree,False,True
667,31,admin_,single,university_degree,False,False
668,32,blue-collar,married,basic_9y,False,True
669,54,admin_,married,high_school,False,False
670,56,management,married,university_degree,False,False
671,48,services,single,high_school,False,True
672,44,admin_,married,high_school,False,True
673,46,admin_,married,high_school,False,False
674,45,services,married,high_school,False,True
675,43,admin_,married,professional_course,False,False
676,40,admin_,single,high_school,False,False
677,56,management,married,university_degree,False,True
678,47,entrepreneur,married,professional_course,False,False
679,39,management,divorced,university_degree,False,True
680,48,technician,married,basic_4y,False,False
681,45,housemaid,married,professional_course,False,True
682,36,self-employed,married,university_degree,False,False
683,49,management,married,professional_course,False,True
684,46,services,married,high_school,False,False
685,38,blue-collar,married,basic_9y,False,True
686,50,housemaid,married,basic_4y,False,True
687,27,admin_,single,high_school,False,True
688,40,technician,married,professional_course,False,True
689,46,management,married,university_degree,False,True
690,40,admin_,divorced,university_degree,False,True
691,33,management,single,university_degree,False,False
692,54,retired,married,high_school,False,True
693,52,blue-collar,married,basic_4y,False,True
694,53,admin_,married,university_degree,False,True
695,49,services,married,high_school,False,False
696,42,blue-collar,married,basic_4y,False,False
697,49,housemaid,married,basic_4y,False,False
698,40,entrepreneur,married,basic_9y,False,False
699,59,admin_,married,university_degree,False,False
700,51,self-employed,married,basic_9y,False,True
701,57,housemaid,married,basic_6y,False,True
702,38,self-employed,divorced,basic_9y,False,True
703,52,self-employed,married,university_degree,False,False
704,26,unemployed,single,basic_9y,False,True
705,35,admin_,married,university_degree,False,True
706,51,admin_,married,university_degree,False,False
707,43,blue-collar,married,basic_4y,False,True
708,42,admin_,married,high_school,False,True
709,60,retired,divorced,university_degree,False,True
710,36,blue-collar,married,basic_9y,False,True
711,57,management,married,university_degree,False,False
712,35,student,single,university_degree,False,False
713,30,admin_,married,university_degree,False,False
714,43,services,married,high_school,False,False
715,40,technician,married,basic_9y,False,False
716,45,technician,married,university_degree,False,False
717,56,retired,married,high_school,False,False
718,46,services,married,basic_6y,False,False
719,41,blue-collar,married,basic_4y,False,True
720,42,admin_,married,university_degree,False,True
721,56,blue-collar,married,basic_4y,False,False
722,43,entrepreneur,married,basic_4y,False,True
723,34,blue-collar,married,basic_4y,False,False
724,38,services,married,high_school,False,True
725,40,technician,married,basic_9y,False,False
726,38,admin_,married,high_school,False,False
727,48,entrepreneur,married,university_degree,False,True
728,27,blue-collar,married,basic_9y,False,True
729,24,technician,single,professional_course,False,False
730,47,admin_,single,,False,True
731,48,blue-collar,married,professional_course,False,False
732,31,admin_,single,high_school,False,True
733,39,self-employed,single,basic_4y,False,True
