"level_0","index","Store_ID","Date","Dept","Weekly_Sales"
"43","43","1","2010-02-05T00:00:00.000","47","70"
"44","44","1","2010-02-05T00:00:00.000","91","62424.14"
"45","45","1","2010-02-05T00:00:00.000","3","13740.12"
"46","46","1","2010-02-05T00:00:00.000","21","8907.63"
"47","47","1","2010-02-05T00:00:00.000","32","11875.84"
"48","48","1","2010-02-05T00:00:00.000","81","30052.75"
"49","49","1","2010-02-05T00:00:00.000","30","5491"
"50","50","1","2010-02-05T00:00:00.000","44","4674.75"
"51","51","1","2010-02-05T00:00:00.000","36","120"
"52","52","1","2010-02-05T00:00:00.000","48","814"
"53","53","1","2010-02-05T00:00:00.000","22","13623.98"
"54","54","1","2010-02-05T00:00:00.000","60","1416.8"
"55","55","1","2010-02-05T00:00:00.000","35","2770"
"56","56","1","2010-02-05T00:00:00.000","24","8272.9"
"57","57","1","2010-02-05T00:00:00.000","82","19484.03"
"58","58","1","2010-02-05T00:00:00.000","13","41969.29"
"59","59","1","2010-02-05T00:00:00.000","40","66780.63"
"60","60","1","2010-02-05T00:00:00.000","25","11609.5"
"61","61","1","2010-02-05T00:00:00.000","10","30721.5"
"62","62","1","2010-02-05T00:00:00.000","18","4729.5"
"63","63","1","2010-02-05T00:00:00.000","59","1409.34"
"64","64","1","2010-02-05T00:00:00.000","41","1011.83"
"65","65","1","2010-02-05T00:00:00.000","20","5034.1"
"66","66","1","2010-02-05T00:00:00.000","37","3438.16"
"67","67","1","2010-02-05T00:00:00.000","72","98499.12"
"68","68","1","2010-02-05T00:00:00.000","92","139884.94"
"69","69","1","2010-02-05T00:00:00.000","71","5421.14"
"70","70","1","2010-02-05T00:00:00.000","11","24213.18"
"71","71","1","2010-02-05T00:00:00.000","6","5749.03"
"72","72","1","2010-02-05T00:00:00.000","98","10891.37"
"73","73","1","2010-02-12T00:00:00.000","3","10887.84"
"74","74","1","2010-02-12T00:00:00.000","79","36080.86"
"75","75","1","2010-02-12T00:00:00.000","46","18826.47"
"76","76","1","","13","36476.4"
"77","77","1","","17","13403.66"
"78","78","1","","23","22812.41"
"79","79","1","","87","39254.57"
"80","80","1","","4","35351.21"
"81","81","1","","85","4994.64"
"82","82","1","","7","18310.31"
"83","83","1","2010-02-12T00:00:00.000","45","34.47"
"84","84","1","2010-02-12T00:00:00.000","6","9135"
"85","85","1","2010-02-12T00:00:00.000","14","18129.02"
"86","86","1","2010-02-12T00:00:00.000","60","1003.2"
"87","87","1","2010-02-12T00:00:00.000","21","8735.83"
"88","88","1","2010-02-12T00:00:00.000","55","18892.81"
"89","89","1","2010-02-12T00:00:00.000","11","21760.75"
"90","90","1","2010-02-12T00:00:00.000","28","1008.36"
"91","91","1","2010-02-12T00:00:00.000","98","16309.73"
"92","92","1","2010-02-12T00:00:00.000","32","14700.59"
"93","93","1","2010-02-12T00:00:00.000","5","29620.81"
"94","94","1","2010-02-12T00:00:00.000","9","16562.49"
"95","95","1","2010-02-12T00:00:00.000","29","7696.61"
"96","96","1","2010-02-12T00:00:00.000","49","16139.05"
"97","97","1","2010-02-12T00:00:00.000","80","16720.84"
"98","98","1","2010-02-12T00:00:00.000","82","20949.36"
"99","99","1","2010-02-12T00:00:00.000","93","70202.02"
"100","100","1","2010-02-12T00:00:00.000","59","1447.42"
"101","101","1","2010-02-12T00:00:00.000","8","37334.83"
"102","102","1","2010-02-12T00:00:00.000","81","30694.25"
"103","103","1","2010-02-12T00:00:00.000","58","4505"
"104","104","1","2010-02-12T00:00:00.000","83","7521.08"
"105","105","1","2010-02-12T00:00:00.000","51","28.11"
"106","106","1","2010-02-12T00:00:00.000","25","13268.75"
"107","107","1","2010-02-12T00:00:00.000","94","62329.48"
"108","108","1","2010-02-12T00:00:00.000","40","60828.25"
"109","109","1","2010-02-12T00:00:00.000","26","10050.92"
"110","110","1","2010-02-12T00:00:00.000","97","33874.47"
"111","111","1","2010-02-12T00:00:00.000","24","8050.24"
"112","112","1","2010-02-12T00:00:00.000","33","8483.54"
"113","113","1","2010-02-12T00:00:00.000","38","94136.35"
"114","114","1","2010-02-12T00:00:00.000","74","11857.96"
"115","115","1","2010-02-12T00:00:00.000","54","383"
"116","116","1","2010-02-12T00:00:00.000","10","31494.77"
"117","117","1","2010-02-12T00:00:00.000","27","2339.5"
"118","118","1","2010-02-12T00:00:00.000","44","4463.33"
"119","119","1","2010-02-12T00:00:00.000","42","7284.34"
"120","120","1","2010-02-12T00:00:00.000","48","247"
"121","121","1","2010-02-12T00:00:00.000","34","12852.83"
"122","122","1","2010-02-12T00:00:00.000","22","14807.95"
"123","123","1","2010-02-12T00:00:00.000","19","1490.79"
"124","124","1","2010-02-12T00:00:00.000","91","66937"
"125","125","1","2010-02-12T00:00:00.000","71","4752"
"126","126","1","2010-02-12T00:00:00.000","36","432"
"127","127","1","2010-02-12T00:00:00.000","35","2420"
"128","128","1","2010-02-12T00:00:00.000","52","2728.58"
"129","129","1","2010-02-12T00:00:00.000","95","111390.36"
"130","130","1","2010-02-12T00:00:00.000","30","5328.5"
"131","131","1","2010-02-12T00:00:00.000","12","8654.07"
"132","132","1","2010-02-12T00:00:00.000","41","924.53"
"133","133","1","2010-02-12T00:00:00.000","2","44682.74"
"134","134","1","2010-02-12T00:00:00.000","37","3450.68"
"135","135","1","2010-02-12T00:00:00.000","56","2849.12"
"136","136","1","2010-02-12T00:00:00.000","90","79455.64"
"137","137","1","2010-02-12T00:00:00.000","1","46039.49"
"138","138","1","2010-02-12T00:00:00.000","31","3228.96"
"139","139","1","2010-02-12T00:00:00.000","16","11873.89"
"140","140","1","2010-02-12T00:00:00.000","18","19006.5"
"141","141","1","2010-02-12T00:00:00.000","20","3697.7"
"142","142","1","2010-02-12T00:00:00.000","67","17614.47"
"143","143","1","2010-02-12T00:00:00.000","92","143081.42"
"144","144","1","2010-02-12T00:00:00.000","72","79636.32"
"145","145","1","2010-02-19T00:00:00.000","3","11523.47"
"146","146","1","2010-02-19T00:00:00.000","93","62581.64"
"147","147","1","2010-02-19T00:00:00.000","8","38717.6"
"148","148","1","2010-02-19T00:00:00.000","7","19985.2"
"149","149","1","2010-02-19T00:00:00.000","51","52.88"
"150","150","1","2010-02-19T00:00:00.000","85","6517.55"
"151","151","1","2010-02-19T00:00:00.000","97","31585.78"
"152","152","1","2010-02-19T00:00:00.000","13","37857.68"
"153","153","1","2010-02-19T00:00:00.000","6","6060.26"
"154","154","1","2010-02-19T00:00:00.000","45","22.94"
"155","155","1","2010-02-19T00:00:00.000","79","34141.62"
"156","156","1","2010-02-19T00:00:00.000","80","15918.98"
"157","157","1","2010-02-19T00:00:00.000","98","12087.95"
"158","158","1","2010-02-19T00:00:00.000","59","1530.41"
"159","159","1","2010-02-19T00:00:00.000","25","10271.25"
"160","160","1","2010-02-19T00:00:00.000","28","1012.09"
"161","161","1","2010-02-19T00:00:00.000","87","33593.8"
"162","162","1","2010-02-19T00:00:00.000","58","3131"
"163","163","1","2010-02-19T00:00:00.000","29","7966.55"
"164","164","1","2010-02-19T00:00:00.000","17","13485.61"
"165","165","1","2010-02-19T00:00:00.000","24","7366.7"
"166","166","1","2010-02-19T00:00:00.000","56","3246.57"
"167","167","1","2010-02-19T00:00:00.000","38","98672.59"
"168","168","1","2010-02-19T00:00:00.000","21","8949.67"
"169","169","1","2010-02-19T00:00:00.000","74","13917.2"
"170","170","1","2010-02-19T00:00:00.000","5","26468.27"
"171","171","1","2010-02-19T00:00:00.000","81","28784.91"
"172","172","1","2010-02-19T00:00:00.000","83","9080.26"
"173","173","1","2010-02-19T00:00:00.000","4","36826.95"
"174","174","1","2010-02-19T00:00:00.000","32","20275.45"
"175","175","1","2010-02-19T00:00:00.000","14","17491.36"
"176","176","1","2010-02-19T00:00:00.000","9","15880.85"
"177","177","1","2010-02-19T00:00:00.000","52","3356.66"
"178","178","1","2010-02-19T00:00:00.000","31","2652"
"179","179","1","2010-02-19T00:00:00.000","42","8423.87"
"180","180","1","2010-02-19T00:00:00.000","33","7611.35"
"181","181","1","2010-02-19T00:00:00.000","71","3357"
"182","182","1","2010-02-19T00:00:00.000","47","-863"
"183","183","1","2010-02-19T00:00:00.000","55","17404.53"
"184","184","1","2010-02-19T00:00:00.000","16","13855.54"
"185","185","1","2010-02-19T00:00:00.000","44","4401.78"
"186","186","1","2010-02-19T00:00:00.000","2","47928.89"
"187","187","1","2010-02-19T00:00:00.000","18","17623.72"
"188","188","1","2010-02-19T00:00:00.000","35","2176"
"189","189","1","2010-02-19T00:00:00.000","94","72212.32"
"190","190","1","2010-02-19T00:00:00.000","40","68569.53"
"191","191","1","2010-02-19T00:00:00.000","49","16736.17"
"192","192","1","2010-02-19T00:00:00.000","1","41595.55"
"193","193","1","2010-02-19T00:00:00.000","11","18706.21"
"194","194","1","2010-02-19T00:00:00.000","82","20195.2"
"195","195","1","2010-02-19T00:00:00.000","36","595"
"196","196","1","2010-02-19T00:00:00.000","19","1722.17"
"197","197","1","2010-02-19T00:00:00.000","46","22414.94"
"198","198","1","2010-02-19T00:00:00.000","30","5735"
"199","199","1","2010-02-19T00:00:00.000","10","29634.13"
"200","200","1","2010-02-19T00:00:00.000","54","616"
"201","201","1","2010-02-19T00:00:00.000","41","1206.88"
"202","202","1","2010-02-19T00:00:00.000","37","3203.31"
"203","203","1","2010-02-19T00:00:00.000","34","13006.5"
"204","204","1","2010-02-19T00:00:00.000","26","10547.6"
"205","205","1","2010-02-19T00:00:00.000","72","72377.79"
"206","206","1","2010-02-19T00:00:00.000","23","21381.85"
"207","207","1","2010-02-19T00:00:00.000","91","63011.44"
"208","208","1","2010-02-19T00:00:00.000","22","12290.16"
"209","209","1","2010-02-19T00:00:00.000","27","2494.5"
"210","210","1","2010-02-19T00:00:00.000","90","76091.36"
"211","211","1","2010-02-19T00:00:00.000","95","107952.07"
"212","212","1","2010-02-19T00:00:00.000","92","135066.75"
"213","213","1","2010-02-19T00:00:00.000","60","1020.8"
"214","214","1","2010-02-19T00:00:00.000","20","4719.89"
"215","215","1","2010-02-19T00:00:00.000","67","16411.69"
"216","216","1","2010-02-19T00:00:00.000","48","354"
"217","217","1","2010-02-19T00:00:00.000","12","9165.98"
"218","218","1","2010-02-26T00:00:00.000","79","33309.85"
"219","219","1","2010-02-26T00:00:00.000","49","16245.13"
"220","220","1","2010-02-26T00:00:00.000","98","10871.74"
"221","221","1","2010-02-26T00:00:00.000","8","35318.2"
"222","222","1","2010-02-26T00:00:00.000","32","8146.57"
"223","223","1","2010-02-26T00:00:00.000","17","10667.06"
"224","224","1","2010-02-26T00:00:00.000","3","11135.17"
"225","225","1","2010-02-26T00:00:00.000","93","57630.02"
"226","226","1","2010-02-26T00:00:00.000","24","5630.82"
"227","227","1","2010-02-26T00:00:00.000","85","5622.63"
"228","228","1","2010-02-26T00:00:00.000","55","16708.1"
"229","229","1","2010-02-26T00:00:00.000","58","4356"
"230","230","1","2010-02-26T00:00:00.000","28","986.07"
"231","231","1","2010-02-26T00:00:00.000","18","545.02"
"232","232","1","2010-02-26T00:00:00.000","83","6627.3"
"233","233","1","2010-02-26T00:00:00.000","6","5244.56"
"234","234","1","2010-02-26T00:00:00.000","59","1126.68"
"235","235","1","2010-02-26T00:00:00.000","45","45.41"
"236","236","1","2010-02-26T00:00:00.000","34","12005"
"237","237","1","2010-02-26T00:00:00.000","13","37467.32"
"238","238","1","2010-02-26T00:00:00.000","5","24101.89"
"239","239","1","2010-02-26T00:00:00.000","38","92755.59"
"240","240","1","2010-02-26T00:00:00.000","74","13330.89"
"241","241","1","2010-02-26T00:00:00.000","2","44292.87"
"242","242","1","2010-02-26T00:00:00.000","4","34660.16"
"243","243","1","2010-02-26T00:00:00.000","25","10218.67"
"244","244","1","2010-02-26T00:00:00.000","7","17224.22"
"245","245","1","2010-02-26T00:00:00.000","40","64328.29"
"246","246","1","2010-02-26T00:00:00.000","97","28457.31"
"247","247","1","2010-02-26T00:00:00.000","33","4814.66"
"248","248","1","2010-02-26T00:00:00.000","52","2287.01"
"249","249","1","2010-02-26T00:00:00.000","19","1655.32"
"250","250","1","2010-02-26T00:00:00.000","36","506"
"251","251","1","2010-02-26T00:00:00.000","23","17798.37"
"252","252","1","2010-02-26T00:00:00.000","82","19023.33"
"253","253","1","2010-02-26T00:00:00.000","44","3864.43"
"254","254","1","2010-02-26T00:00:00.000","16","12881.02"
"255","255","1","2010-02-26T00:00:00.000","35","2029.9"
"256","256","1","2010-02-26T00:00:00.000","51","4.16"
"257","257","1","2010-02-26T00:00:00.000","29","4972.65"
"258","258","1","2010-02-26T00:00:00.000","87","32299.49"
"259","259","1","2010-02-26T00:00:00.000","26","8541.14"
"260","260","1","2010-02-26T00:00:00.000","56","2598.65"
"261","261","1","2010-02-26T00:00:00.000","11","17306.61"
"262","262","1","2010-02-26T00:00:00.000","31","2665.75"
"263","263","1","2010-02-26T00:00:00.000","10","27921.96"
"264","264","1","2010-02-26T00:00:00.000","21","8592.42"
"265","265","1","2010-02-26T00:00:00.000","30","3614.48"
"266","266","1","2010-02-26T00:00:00.000","27","1666.75"
"267","267","1","2010-02-26T00:00:00.000","94","55501.07"
"268","268","1","2010-02-26T00:00:00.000","41","885.27"
"269","269","1","2010-02-26T00:00:00.000","80","15673.94"
"270","270","1","2010-02-26T00:00:00.000","9","15175.52"
"271","271","1","2010-02-26T00:00:00.000","91","57335.17"
"272","272","1","2010-02-26T00:00:00.000","60","959.2"
"273","273","1","2010-02-26T00:00:00.000","1","19403.54"
"274","274","1","2010-02-26T00:00:00.000","42","7039.85"
"275","275","1","2010-02-26T00:00:00.000","14","16118.26"
"276","276","1","2010-02-26T00:00:00.000","95","103652.58"
"277","277","1","2010-02-26T00:00:00.000","46","18099.75"
"278","278","1","2010-02-26T00:00:00.000","81","28213.79"
"279","279","1","2010-02-26T00:00:00.000","72","55590.73"
"280","280","1","2010-02-26T00:00:00.000","48","357"
"281","281","1","2010-02-26T00:00:00.000","37","2474.99"
"282","282","1","2010-02-26T00:00:00.000","90","71718.48"
"283","283","1","2010-02-26T00:00:00.000","71","3944.5"
"284","284","1","2010-02-26T00:00:00.000","54","209"
"285","285","1","2010-02-26T00:00:00.000","67","5905.14"
"286","286","1","2010-02-26T00:00:00.000","20","4007.94"
"287","287","1","2010-02-26T00:00:00.000","22","9295.78"
"288","288","1","2010-02-26T00:00:00.000","92","125048.08"
"289","289","1","2010-02-26T00:00:00.000","12","9015.37"
"290","290","1","2010-03-05T00:00:00.000","85","4027.52"
"291","291","1","2010-03-05T00:00:00.000","8","38776.09"
"292","292","1","2010-03-05T00:00:00.000","79","42931.77"
"293","293","1","2010-03-05T00:00:00.000","33","6214.6"
"294","294","1","2010-03-05T00:00:00.000","28","1002.2"
"295","295","1","2010-03-05T00:00:00.000","98","10903.65"
"296","296","1","2010-03-05T00:00:00.000","3","12275.58"
"297","297","1","2010-03-05T00:00:00.000","25","10345.5"
"298","298","1","2010-03-05T00:00:00.000","18","634.61"
"299","299","1","2010-03-05T00:00:00.000","32","9907.51"
"300","300","1","2010-03-05T00:00:00.000","5","23082.14"
"301","301","1","2010-03-05T00:00:00.000","82","19974.91"
"302","302","1","2010-03-05T00:00:00.000","31","2595.8"
"303","303","1","2010-03-05T00:00:00.000","36","648"
"304","304","1","2010-03-05T00:00:00.000","6","4221.25"
"305","305","1","2010-03-05T00:00:00.000","21","8275.44"
"306","306","1","2010-03-05T00:00:00.000","7","19659.7"
"307","307","1","2010-03-05T00:00:00.000","83","8840"
"308","308","1","2010-03-05T00:00:00.000","93","63550.08"
"309","309","1","2010-03-05T00:00:00.000","16","17129.81"
"310","310","1","2010-03-05T00:00:00.000","45","74.35"
"311","311","1","2010-03-05T00:00:00.000","49","16445.28"
"312","312","1","2010-03-05T00:00:00.000","58","5796"
"313","313","1","2010-03-05T00:00:00.000","1","21827.9"
"314","314","1","2010-03-05T00:00:00.000","24","6885.9"
"315","315","1","2010-03-05T00:00:00.000","11","19082.9"
"316","316","1","2010-03-05T00:00:00.000","56","5298.62"
"317","317","1","2010-03-05T00:00:00.000","59","1275.29"
"318","318","1","2010-03-05T00:00:00.000","38","108282.86"
"319","319","1","2010-03-05T00:00:00.000","51","27.92"
"320","320","1","2010-03-05T00:00:00.000","44","4465.33"
"321","321","1","2010-03-05T00:00:00.000","2","48397.98"
"322","322","1","2010-03-05T00:00:00.000","10","33299.27"
"323","323","1","2010-03-05T00:00:00.000","29","5306.7"
"324","324","1","2010-03-05T00:00:00.000","80","15680.71"
"325","325","1","2010-03-05T00:00:00.000","97","31576.47"
"326","326","1","2010-03-05T00:00:00.000","26","8772.65"
"327","327","1","2010-03-05T00:00:00.000","42","9701.14"
"328","328","1","2010-03-05T00:00:00.000","52","3212.82"
"329","329","1","2010-03-05T00:00:00.000","91","62755.71"
"330","330","1","2010-03-05T00:00:00.000","20","4215.67"
"331","331","1","2010-03-05T00:00:00.000","23","18993.69"
"332","332","1","2010-03-05T00:00:00.000","81","29957.47"
"333","333","1","2010-03-05T00:00:00.000","30","4360.5"
"334","334","1","2010-03-05T00:00:00.000","95","112807.75"
"335","335","1","2010-03-05T00:00:00.000","34","12571.5"
"336","336","1","2010-03-05T00:00:00.000","4","38086.19"
"337","337","1","2010-03-05T00:00:00.000","90","78081.85"
"338","338","1","2010-03-05T00:00:00.000","17","12657.65"
"339","339","1","2010-03-05T00:00:00.000","72","65525.74"
"340","340","1","2010-03-05T00:00:00.000","14","18268.78"
"341","341","1","2010-03-05T00:00:00.000","78","12"
"342","342","1","2010-03-05T00:00:00.000","60","1371"
"343","343","1","2010-03-05T00:00:00.000","13","40423.95"
"344","344","1","2010-03-05T00:00:00.000","40","67000.83"
"345","345","1","2010-03-05T00:00:00.000","74","13824.33"
"346","346","1","2010-03-05T00:00:00.000","27","1467.5"
"347","347","1","2010-03-05T00:00:00.000","9","24064.7"
"348","348","1","2010-03-05T00:00:00.000","46","20565.45"
"349","349","1","2010-03-05T00:00:00.000","41","1405.96"
"350","350","1","2010-03-05T00:00:00.000","35","2752"
"351","351","1","2010-03-05T00:00:00.000","12","10239.06"
"352","352","1","2010-03-05T00:00:00.000","48","771"
"353","353","1","2010-03-05T00:00:00.000","87","30800.98"
"354","354","1","2010-03-05T00:00:00.000","22","8219.49"
"355","355","1","2010-03-05T00:00:00.000","55","16120.04"
"356","356","1","2010-03-05T00:00:00.000","19","1556.65"
"357","357","1","2010-03-05T00:00:00.000","54","198.97"
"358","358","1","2010-03-05T00:00:00.000","71","3010"
"359","359","1","2010-03-05T00:00:00.000","92","132945.44"
"360","360","1","2010-03-05T00:00:00.000","67","6519.39"
"361","361","1","2010-03-05T00:00:00.000","37","3647.82"
"362","362","1","2010-03-05T00:00:00.000","94","59201.37"
"363","363","1","2010-03-12T00:00:00.000","42","8336.82"
"364","364","1","2010-03-12T00:00:00.000","85","4098.27"
"365","365","1","2010-03-12T00:00:00.000","83","6483.01"
"366","366","1","2010-03-12T00:00:00.000","18","1275.08"
"367","367","1","2010-03-12T00:00:00.000","3","10123.45"
"368","368","1","2010-03-12T00:00:00.000","25","10705.75"
"369","369","1","2010-03-12T00:00:00.000","97","31197.12"
"370","370","1","2010-03-12T00:00:00.000","33","5666.25"
"371","371","1","2010-03-12T00:00:00.000","4","32668.67"
"372","372","1","2010-03-12T00:00:00.000","28","838.67"
"373","373","1","2010-03-12T00:00:00.000","81","29272.13"
"374","374","1","2010-03-12T00:00:00.000","2","43751.94"
"375","375","1","2010-03-12T00:00:00.000","6","5619"
"376","376","1","2010-03-12T00:00:00.000","51","14.79"
"377","377","1","2010-03-12T00:00:00.000","80","14708.62"
"378","378","1","2010-03-12T00:00:00.000","29","3841.96"
"379","379","1","2010-03-12T00:00:00.000","58","3485"
"380","380","1","2010-03-12T00:00:00.000","7","21529.14"
"381","381","1","2010-03-12T00:00:00.000","79","31669.24"
"382","382","1","2010-03-12T00:00:00.000","31","2103.34"
"383","383","1","2010-03-12T00:00:00.000","56","8773.81"
"384","384","1","2010-03-12T00:00:00.000","1","21043.39"
"385","385","1","2010-03-12T00:00:00.000","38","98175.35"
"386","386","1","2010-03-12T00:00:00.000","45","29.97"
"387","387","1","2010-03-12T00:00:00.000","5","21498.92"
"388","388","1","2010-03-12T00:00:00.000","72","45046.81"
"389","389","1","2010-03-12T00:00:00.000","41","1072.8"
"390","390","1","2010-03-12T00:00:00.000","16","23766.82"
"391","391","1","2010-03-12T00:00:00.000","98","10819.46"
"392","392","1","2010-03-12T00:00:00.000","95","112048.41"
"393","393","1","2010-03-12T00:00:00.000","49","13267.5"
"394","394","1","2010-03-12T00:00:00.000","82","18201.88"
"395","395","1","2010-03-12T00:00:00.000","91","63668.62"
"396","396","1","2010-03-12T00:00:00.000","36","891"
"397","397","1","2010-03-12T00:00:00.000","20","6476.41"
"398","398","1","2010-03-12T00:00:00.000","59","1069.23"
"399","399","1","2010-03-12T00:00:00.000","52","2492.52"
"400","400","1","2010-03-12T00:00:00.000","55","14410.07"
"401","401","1","2010-03-12T00:00:00.000","30","3021.5"
"402","402","1","2010-03-12T00:00:00.000","27","1130"
"403","403","1","2010-03-12T00:00:00.000","32","6938.45"
"404","404","1","2010-03-12T00:00:00.000","46","18114.67"
"405","405","1","2010-03-12T00:00:00.000","17","12793.17"
"406","406","1","2010-03-12T00:00:00.000","94","61326.35"
"407","407","1","2010-03-12T00:00:00.000","24","5396.96"
"408","408","1","2010-03-12T00:00:00.000","14","15331.75"
"409","409","1","2010-03-12T00:00:00.000","54","239"
"410","410","1","2010-03-12T00:00:00.000","22","10372.48"
"411","411","1","2010-03-12T00:00:00.000","71","2566.58"
"412","412","1","2010-03-12T00:00:00.000","11","17864.32"
"413","413","1","2010-03-12T00:00:00.000","93","63593.12"
"414","414","1","2010-03-12T00:00:00.000","23","17426.63"
"415","415","1","2010-03-12T00:00:00.000","9","25605.58"
"416","416","1","2010-03-12T00:00:00.000","10","28208"
"417","417","1","2010-03-12T00:00:00.000","60","906.4"
"418","418","1","2010-03-12T00:00:00.000","44","4914.41"
"419","419","1","2010-03-12T00:00:00.000","8","34342.64"
"420","420","1","2010-03-12T00:00:00.000","26","7877.4"
"421","421","1","2010-03-12T00:00:00.000","13","35833.07"
"422","422","1","2010-03-12T00:00:00.000","92","124418.65"
"423","423","1","2010-03-12T00:00:00.000","87","18911.79"
"424","424","1","2010-03-12T00:00:00.000","48","608"
"425","425","1","2010-03-12T00:00:00.000","40","59799.42"
"426","426","1","2010-03-12T00:00:00.000","74","12253.4"
"427","427","1","2010-03-12T00:00:00.000","19","1742.14"
"428","428","1","2010-03-12T00:00:00.000","35","2926"
"429","429","1","2010-03-12T00:00:00.000","47","-698"
"430","430","1","2010-03-12T00:00:00.000","12","12386.15"
"431","431","1","2010-03-12T00:00:00.000","34","11709"
"432","432","1","2010-03-12T00:00:00.000","21","7785.3"
"433","433","1","2010-03-12T00:00:00.000","67","6759.29"
"434","434","1","2010-03-12T00:00:00.000","90","73943.62"
"435","435","1","2010-03-12T00:00:00.000","37","3053.13"
"436","436","1","2010-03-19T00:00:00.000","32","6175.31"
"437","437","1","2010-03-19T00:00:00.000","59","1133.2"
"438","438","1","2010-03-19T00:00:00.000","18","2303.36"
"439","439","1","2010-03-19T00:00:00.000","51","12.94"
"440","440","1","2010-03-19T00:00:00.000","30","3822.5"
"441","441","1","2010-03-19T00:00:00.000","42","9019.85"
"442","442","1","2010-03-19T00:00:00.000","24","4519.82"
"443","443","1","2010-03-19T00:00:00.000","28","806.03"
"444","444","1","2010-03-19T00:00:00.000","20","4458.06"
"445","445","1","2010-03-19T00:00:00.000","3","9001.37"
"446","446","1","2010-03-19T00:00:00.000","2","43615.49"
"447","447","1","2010-03-19T00:00:00.000","16","41742.21"
"448","448","1","2010-03-19T00:00:00.000","81","30287.91"
"449","449","1","2010-03-19T00:00:00.000","29","5406.4"
"450","450","1","2010-03-19T00:00:00.000","56","11836.32"
"451","451","1","2010-03-19T00:00:00.000","58","3380"
"452","452","1","2010-03-19T00:00:00.000","79","32604.49"
"453","453","1","2010-03-19T00:00:00.000","31","2254.44"
"454","454","1","2010-03-19T00:00:00.000","97","31733.15"
"455","455","1","2010-03-19T00:00:00.000","33","6811.15"
"456","456","1","2010-03-19T00:00:00.000","41","1005.76"
"457","457","1","2010-03-19T00:00:00.000","52","2947.03"
"458","458","1","2010-03-19T00:00:00.000","80","15871.19"
"459","459","1","2010-03-19T00:00:00.000","27","1214"
"460","460","1","2010-03-19T00:00:00.000","49","11201"
"461","461","1","2010-03-19T00:00:00.000","1","22136.64"
"462","462","1","2010-03-19T00:00:00.000","14","12738.78"
"463","463","1","2010-03-19T00:00:00.000","72","41069.55"
"464","464","1","2010-03-19T00:00:00.000","36","937"
"465","465","1","2010-03-19T00:00:00.000","7","22711.59"
"466","466","1","2010-03-19T00:00:00.000","45","8.5"
"467","467","1","2010-03-19T00:00:00.000","38","71165.72"
"468","468","1","2010-03-19T00:00:00.000","55","14590.87"
"469","469","1","2010-03-19T00:00:00.000","13","36807.21"
"470","470","1","2010-03-19T00:00:00.000","23","20132.03"
"471","471","1","2010-03-19T00:00:00.000","95","117716.13"
"472","472","1","2010-03-19T00:00:00.000","44","3680.66"
"473","473","1","2010-03-19T00:00:00.000","4","34118.11"
"474","474","1","2010-03-19T00:00:00.000","26","7923.66"
